,Algorithm,BuiltOn,CoinName,FullName,FullyPremined,Id,ImageUrl,Name,PreMinedValue,ProofType,SmartContractAddress,SortOrder,Sponsored,Symbol,TotalCoinSupply,TotalCoinsFreeFloat,Url
ICB,NIST5,N/A,IceBergCoin,IceBergCoin (ICB),0,4538,/media/19747/icb.png,ICB,N/A,PoW/PoS,N/A,134,False,ICB,8750000,N/A,/coins/icb/overview
ICC,SHA256,N/A,Insta Cash Coin,Insta Cash Coin (ICC),0,400693,/media/15887424/icc.png,ICC,N/A,PoW,N/A,1875,False,ICC,300000000,N/A,/coins/icc/overview
ICE,N/A,7605,iDice,iDice (ICE),0,199004,/media/1383896/46b-uaba_400x400.jpg,ICE,N/A,N/A,0x5a84969bb663fb64f6d015dcf9f622aedc796750,1411,False,ICE,2071013,N/A,/coins/ice/overview
ICN,N/A,7605,Iconomi,Iconomi (ICN),1,25921,/media/351400/icn.png,ICN,N/A,N/A,0x888666CA69E0f178DED6D75b5726Cee99A87D698,710,False,ICN,100000000,N/A,/coins/icn/overview
ICOB,Scrypt,N/A,Icobid,Icobid (ICOB),0,34499,/media/352133/icb.png,ICOB,N/A,PoW/PoS,N/A,942,False,ICOB,200000000 ,N/A,/coins/icob/overview
ICON,PoS,N/A,Iconic,Iconic (ICON),0,35825,/media/352297/icon.png,ICON,N/A,PoS,N/A,974,False,ICON,520000,N/A,/coins/icon/overview
ICOO,N/A,N/A,ICO OpenLedger,ICO OpenLedger (ICOO),0,199363,/media/1383904/icoo.jpg,ICOO,N/A,N/A,N/A,1416,False,ICOO,472649,N/A,/coins/icoo/overview
ICOS,N/A,7605,ICOBox,ICOBox (ICOS),0,207775,/media/1383968/icos1.png,ICOS,N/A,N/A,0x014b50466590340d41307cc54dcee990c8d58aa8,1490,False,ICOS,591617,N/A,/coins/icos/overview
ICST,N/A,7605,ICST,ICST (ICST),0,907268,/media/34077390/icst.png,ICST,N/A,N/A,0xe6bc60a00b81c7f3cbc8f4ef3b0a6805b6851753,2877,False,ICST,3000000000,N/A,/coins/icst/overview
ICX,N/A,7605,ICON Project,ICON Project (ICX),0,324068,/media/12318192/icx.png,ICX,N/A,LFT,0xb5a5f22694352c15b00323844ad545abb2b11028,1642,False,ICX,400230000,N/A,/coins/icx/overview
IDAP,N/A,7605,IDAP,IDAP (IDAP),0,924718,/media/34477918/idap.jpg,IDAP,N/A,N/A,N/A,3131,False,IDAP,1000000000,N/A,/coins/idap/overview
IDH,N/A,7605,IndaHash,IndaHash (IDH),0,708873,/media/25792644/idh.png,IDH,N/A,N/A,0x5136c98a80811c3f46bdda8b5c4555cfd9f812f0,2124,False,IDH,400000000,N/A,/coins/idh/overview
IDM,N/A,7605,IDM,IDM (IDM),0,925088,/media/34478118/idm.jpg,IDM,N/A,N/A,N/A,3220,False,IDM,N/A,N/A,/coins/idm/overview
IDXM,N/A,7605,IDEX Membership,IDEX Membership (IDXM),0,920342,/media/34477770/idxm.png,IDXM,N/A,N/A,0xcc13fc627effd6e35d2d2706ea3c4d7396c610ea,3044,False,IDXM,2000,N/A,/coins/idxm/overview
IEC,Scrypt,N/A,IvugeoEvolutionCoin,IvugeoEvolutionCoin (IEC),0,68088,/media/1383144/wsx.png,IEC,N/A,PoW,N/A,1191,False,IEC,100000000,N/A,/coins/iec/overview
IETH,N/A,7605,iEthereum,iEthereum (IETH),0,667344,/media/20780777/ieth.png,IETH,N/A,N/A,0x859a9c0b44cb7066d956a958b0b82e54c9e44b4b,2070,False,IETH,18000000,N/A,/coins/ieth/overview
IFC,Scrypt,N/A,Infinite Coin,Infinite Coin (IFC),0,4539,/media/19754/ifc.png,IFC,N/A,PoW,N/A,135,False,IFC,9060000000000000000,N/A,/coins/ifc/overview
IFLT,X11,N/A,InflationCoin,InflationCoin (IFLT),0,32775,/media/351934/iflt.png,IFLT,N/A,PoW/PoS,N/A,886,False,IFLT,N/A,N/A,/coins/iflt/overview
IFT,N/A,7605,InvestFeed,InvestFeed (IFT),0,185669,/media/12318127/ift.png,IFT,N/A,N/A,0x7654915a1b82d6d2d0afc37c52af556ea8983c7e,1346,False,IFT,191381258,N/A,/coins/ift/overview
IFX,Lyra2RE,N/A,Infinex,Infinex (IFX),0,877310,/media/32655870/ifx.png,IFX,N/A,PoW,N/A,2690,False,IFX,26280000,N/A,/coins/ifx/overview
IG,N/A,7605,IG Token ,IG Token  (IG),0,925318,/media/34478241/ig.png,IG,N/A,N/A,0x8a88f04e0c905054d2f33b26bb3a46d7091a039a,3278,False,IG,10000000000,N/A,/coins/ig/overview
IGNIS,N/A,30173,Ignis,Ignis (IGNIS),0,231674,/media/1384046/ignis.png,IGNIS,N/A,N/A,N/A,1475,False,IGNIS,N/A,N/A,/coins/ignis/overview
IHF,N/A,7605,Invictus Hyperion Fund,Invictus Hyperion Fund (IHF),0,925618,/media/34478456/ihf.png,IHF,N/A,N/A,0xaf1250fa68d7decd34fd75de8742bc03b29bd58e,3349,False,IHF,122852180.113873600673850044,N/A,/coins/ihf/overview
IHT,N/A,7605,I-House Token,I-House Token (IHT),0,831814,/media/30001831/iht.jpg,IHT,N/A,N/A,0xeda8b016efa8b1161208cf041cd86972eee0f31e,2492,False,IHT,1000000000,N/A,/coins/iht/overview
ILC,SHA256,N/A,ILCoin,ILCoin (ILC),0,75440,/media/1383238/ilc.png,ILC,N/A,PoW,N/A,1211,False,ILC,2500000000,N/A,/coins/ilc/overview
ILCT,SHA256,N/A,ILCoin Token,ILCoin Token (ILCT),0,339598,/media/12318299/ilct.png,ILCT,N/A,PoW,N/A,1690,False,ILCT,N/A,N/A,/coins/ilct/overview
ILK,N/A,7605,Inlock,Inlock (ILK),0,914975,/media/34155594/inlock.jpg,ILK,N/A,N/A,N/A,2980,False,ILK,440000000,N/A,/coins/ilk/overview
ILT,Ethash,7605,iOlite,iOlite (ILT),0,769483,/media/27010772/iqt.png,ILT,N/A,PoW,0x04c5c45fd19dfF10e4Ae7d731DEa14905667E941,2288,False,ILT,1000000000,N/A,/coins/ilt/overview
IMGZ,N/A,7605,Imigize,Imigize (IMGZ),0,924246,/media/34477890/imgz.jpg,IMGZ,N/A,N/A,N/A,3109,False,IMGZ,N/A,N/A,/coins/imgz/overview
IML,N/A,7605,IMMLA,IMMLA (IML),0,184187,/media/1383783/iml.png,IML,N/A,N/A,N/A,1341,False,IML,226736000,N/A,/coins/iml/overview
IMP,N/A,7605,Brain Space,Brain Space (IMP),0,926570,/media/34836110/ipm.png,IMP,N/A,N/A,N/A,3512,False,IMP,2700000000,N/A,/coins/imp/overview
IMPCH,Scrypt,N/A,Impeach,Impeach (IMPCH),0,44007,/media/1382606/impch.png,IMPCH,N/A,PoW/PoS,N/A,1084,False,IMPCH,21933333,N/A,/coins/impch/overview
IMPS,X13,N/A,Impulse Coin,Impulse Coin (IMPS),0,37204,/media/1381984/imps.jpg,IMPS,N/A,PoW/PoS,N/A,987,False,IMPS,N/A,N/A,/coins/imps/overview
IMS,Scrypt,N/A,Independent Money System,Independent Money System (IMS),0,68093,/media/1383145/ims.png,IMS,N/A,PoW/PoS,N/A,1192,False,IMS,21212121,N/A,/coins/ims/overview
IMT,N/A,7605,MoneyToken,MoneyToken (IMT),0,925671,/media/34478458/moneytoken.png,IMT,N/A,N/A,0x13119e34e140097a507b07a5564bde1bc375d9e6,3360,False,IMT,19310705310,N/A,/coins/imt/overview
IMU,N/A,27368,imusify,imusify (IMU),0,925021,/media/34478083/imusify.png,IMU,N/A,N/A,N/A,3202,False,IMU,1000000000,N/A,/coins/imu/overview
IMVR,N/A,7605,ImmVRse,ImmVRse (IMVR),0,708401,/media/25792642/imv.png,IMVR,N/A,N/A,0x7878424e994d8a2b8e329d31096922b7ceabe660,2122,False,IMVR,300000000,N/A,/coins/imvr/overview
IMX,X11,N/A,Impact,Impact (IMX),0,58121,/media/1382891/imx.png,IMX,N/A,PoW/PoS,N/A,1152,False,IMX,110000000,N/A,/coins/imx/overview
IN,X11,N/A,InCoin,InCoin (IN),0,37210,/media/1381987/in.png,IN,N/A,PoW/PoS,N/A,988,False,IN,N/A,N/A,/coins/in/overview
INC,PoS,N/A,Incrementum,Incrementum (INC),0,38967,/media/1382173/inc.png,INC,N/A,PoS,N/A,1014,False,INC,1300000,N/A,/coins/inc/overview
INCNT,N/A,20131,Incent,Incent (INCNT),0,35823,/media/352296/incnt.png,INCNT,N/A,N/A,N/A,973,False,INCNT,N/A,N/A,/coins/incnt/overview
INCP,X11,N/A,InceptionCoin,InceptionCoin (INCP),0,22264,/media/351078/incp.png,INCP,N/A,PoW/PoS,N/A,651,False,INCP,N/A,N/A,/coins/incp/overview
IND,N/A,7605,Indorse,Indorse (IND),0,185953,/media/1383794/ind.png,IND,N/A,N/A,0xf8e386eda857484f5a12e4b5daa9984e06e73705,1350,False,IND,170622047,N/A,/coins/ind/overview
INDI,N/A,7605,IndiCoin,IndiCoin (INDI),0,351078,/media/12318419/indi.png,INDI,N/A,PoW,0x0ffAB58EA5A71CC3cA40217706C3C401407fA4a8,1745,False,INDI,550000000,N/A,/coins/indi/overview
INF8,HybridScryptHash256,N/A,Infinium-8,Infinium-8 (INF8),0,84262,/media/1383326/inf8.png,INF8,N/A,PoW,N/A,1228,False,INF8,N/A,N/A,/coins/inf8/overview
INFX,X11,N/A,Influxcoin,Influxcoin (INFX),0,20446,/media/350919/infx.png,INFX,N/A,PoW/PoS,N/A,538,False,INFX,12000000,N/A,/coins/infx/overview
ING,N/A,7605,Iungo,Iungo (ING),0,750134,/media/27010597/ing_logo.png,ING,N/A,N/A,0x24ddff6d8b8a42d835af3b440de91f3386554aa4,2214,False,ING,100000000,N/A,/coins/ing/overview
INK,N/A,112392,Ink,Ink (INK),0,674918,/media/20780781/ink.png,INK,N/A,N/A,N/A,2074,False,INK,1000000000,N/A,/coins/ink/overview
INN,NeoScrypt,N/A,Innova,Innova (INN),0,374211,/media/14913536/inn.png,INN,N/A,PoW,N/A,1813,False,INN,45000000,N/A,/coins/inn/overview
INS,N/A,7605,Insolar,Insolar (INS),0,370973,/media/35264177/ins.jpg,INS,N/A,N/A,0x5b2e4a700dfbc560061e957edec8f6eeeb74a320,1795,False,INS,50000000,N/A,/coins/ins/overview
INSANE,X11,N/A,InsaneCoin,InsaneCoin (INSANE),0,33017,/media/351993/insane.png,INSANE,N/A,PoW/PoS,N/A,898,False,INSANE,22000000,N/A,/coins/insane/overview
INSN,X11,N/A,Insane Coin,Insane Coin (INSN),0,105284,/media/1383366/insn.png,INSN,N/A,PoW/PoS,N/A,1237,False,INSN,30000000,N/A,/coins/insn/overview
INSTAR,N/A,7605,Insights Network,Insights Network (INSTAR),0,819702,/media/30001761/instar.png,INSTAR,N/A,N/A,0xc72fe8e3dd5bef0f9f31f259399f301272ef2a2d,2483,False,INSTAR,210328378.30723293,N/A,/coins/instar/overview
INSUR,N/A,N/A,InsurChain Coin,InsurChain Coin (INSUR),0,917238,/media/34333428/insur.jpg,INSUR,N/A,N/A,0x6ea6531b603f270d23d9edd2d8279135dc5d6773,3007,False,INSUR,20000000000,N/A,/coins/insur/overview
INT,N/A,7605,Internet Node Token,Internet Node Token (INT),0,692839,/media/25792603/int.png,INT,N/A,N/A,0x0b76544f6c413a555f309bf76260d1e02377c02a,2106,False,INT,1000000000,N/A,/coins/int/overview
INTO,N/A,7605,Influ Token,Influ Token (INTO),0,922710,/media/34477844/into.jpg,INTO,N/A,N/A,0x7f738ffbde7ecac18d31ecba1e9b6eef5b9214b7,3094,False,INTO,1500000000,N/A,/coins/into/overview
INV,X11,N/A,Invictus,Invictus (INV),0,29713,/media/351682/inv.png,INV,N/A,PoW/PoS,N/A,817,False,INV,N/A,N/A,/coins/inv/overview
INV*,N/A,7605,Invacio,Invacio (INV*),0,819601,/media/30001757/invacio.png,INV*,N/A,N/A,0xece83617db208ad255ad4f45daf81e25137535bb,2480,False,INV*,450000000,N/A,/coins/invstar/overview
INVOX,N/A,7605,Invox Finance,Invox Finance (INVOX),0,803996,/media/30001639/untitled-1.png,INVOX,N/A,N/A,N/A,2439,False,INVOX,464000000,N/A,/coins/invox/overview
INX,N/A,N/A,InnovaMinex,InnovaMinex (INX),0,926448,/media/34836046/inx.png,INX,N/A,N/A,N/A,3487,False,INX,300000000,N/A,/coins/inx/overview
INXT,N/A,7605,Internxt,Internxt (INXT),0,344988,/media/12318355/inxt.png,INXT,N/A,N/A,0xa8006c4ca56f24d6836727d106349320db7fef82,1716,False,INXT,1119295,N/A,/coins/inxt/overview
IOC,X11,N/A,IOCoin,IOCoin (IOC),0,4540,/media/20042/ioc.png,IOC,N/A,PoW/PoS,N/A,136,False,IOC,N/A,N/A,/coins/ioc/overview
ION,N/A,N/A,Ionomy,Ionomy (ION),0,20591,/media/350933/ion.jpg,ION,N/A,PoS,N/A,543,False,ION,50900000,N/A,/coins/ion/overview
IOP,SHA256,N/A,Internet of People,Internet of People (IOP),0,42596,/media/12318262/iop.png,IOP,N/A,PoW/PoS,N/A,1055,False,IOP,21000000,N/A,/coins/iop/overview
IOST,N/A,7605,IOS token,IOS token (IOST),0,716522,/media/27010459/iost.png,IOST,N/A,N/A,0xfa1a856cfa3409cfa145fa4e20eb270df3eb21ab,2148,False,IOST,21000000000,N/A,/coins/iost/overview
IOT,N/A,N/A,IOTA,IOTA (IOT),1,127356,/media/1383540/iota_logo.png,IOT,N/A,Tangle,N/A,1247,False,IOT,2779530283,N/A,/coins/iot/overview
IOTX,N/A,7605,IoTeX Network,IoTeX Network (IOTX),0,893122,/media/33187927/rsz_njsdvvpv_400x400.jpg,IOTX,N/A,N/A,0x6fb3e0a217407efff7ca062d46c26e5d60a14d69,2766,False,IOTX,10000000000 ,N/A,/coins/iotx/overview
IOU,N/A,20131,IOU1,IOU1 (IOU),0,77286,/media/1383241/iou1.png,IOU,N/A,N/A,N/A,1213,False,IOU,100000000,N/A,/coins/iou/overview
IOV,N/A,7605,IOV,IOV (IOV),0,926605,/media/35264141/iov.png,IOV,N/A,N/A,N/A,3521,False,IOV,417000000,N/A,/coins/iov/overview
IPC,NeoScrypt,N/A,ImperialCoin,ImperialCoin (IPC),0,182396,/media/1383776/ipc.png,IPC,N/A,PoW,N/A,1334,False,IPC,1600000000,N/A,/coins/ipc/overview
IPC*,N/A,7605,IPChain,IPChain (IPC*),0,776863,/media/27010824/ipc.jpg,IPC*,N/A,PoS,0x622CD54dEb2bB7A051515192417109bcF3fe098f,2316,False,IPC*,96000000,N/A,/coins/ipcstar/overview
IPL,N/A,7605,InsurePal,InsurePal (IPL),0,718398,/media/27010470/ipl.png,IPL,N/A,N/A,0x64cdf819d3e75ac8ec217b3496d7ce167be42e80,2159,False,IPL,300000000,N/A,/coins/ipl/overview
IPSX,N/A,7605,IP Exchange,IP Exchange (IPSX),0,844540,/media/30001989/ipsx.png,IPSX,N/A,N/A,0x001f0aa5da15585e5b2305dbab2bac425ea71007,2544,False,IPSX,1714102659,N/A,/coins/ipsx/overview
IQ,N/A,166503,Everipedia,Everipedia (IQ),0,920805,/media/34477786/iq.png,IQ,N/A,N/A,N/A,3051,False,IQ,N/A,N/A,/coins/iq/overview
IQB,N/A,7605,Intelligence Quotient Benefit,Intelligence Quotient Benefit (IQB),0,764104,/media/27010692/iqb.png,IQB,N/A,N/A,N/A,2253,False,IQB,10000000000,N/A,/coins/iqb/overview
IRC,N/A,7605,IRONCOIN,IRONCOIN (IRC),0,898850,/media/33434281/irc.jpg,IRC,N/A,N/A,0x1f21d8395655fb262251897df7cb3c9358bec6a2,2796,False,IRC,300000000,N/A,/coins/irc/overview
IRL,Scrypt,N/A,IrishCoin,IrishCoin (IRL),0,660438,/media/20780751/irl.png,IRL,N/A,PoW,N/A,2060,False,IRL,64000000,N/A,/coins/irl/overview
ISH,Scrypt,N/A,Interstellar Holdings,Interstellar Holdings (ISH),0,389808,/media/14913647/hold.png,ISH,N/A,PoS,N/A,1859,False,ISH,1970000000,N/A,/coins/ish/overview
ISL,X11,N/A,IslaCoin,IslaCoin (ISL),0,6094,/media/19808/mrs.png,ISL,N/A,PoW/PoS,N/A,381,False,ISL,0,N/A,/coins/isl/overview
ISR,N/A,7605,Insureum,Insureum (ISR),0,925093,/media/34478119/isr.png,ISR,N/A,N/A,N/A,3222,False,ISR,297000000,N/A,/coins/isr/overview
ITA,CryptoNight Heavy,N/A,Italocoin,Italocoin (ITA),0,917423,/media/34477708/ita.jpg,ITA,N/A,PoW,N/A,3014,False,ITA,18446744,N/A,/coins/ita/overview
ITC,N/A,7605,IoT Chain,IoT Chain (ITC),0,597629,/media/20780628/itc.png,ITC,N/A,N/A,0x5e6b6d9abad9093fdc861ea1600eba1b355cd940,2016,False,ITC,100000000,N/A,/coins/itc/overview
ITM,N/A,7605,intimate.io,intimate.io (ITM),0,893485,/media/33434202/itm.jpg,ITM,N/A,N/A,0x1dbed266d20d27d0bd1c4707fc002defe7e0267b,2777,False,ITM,100000000,N/A,/coins/itm/overview
ITR,N/A,7605,INTRO,INTRO (ITR),0,924688,/media/34477903/intro.png,ITR,N/A,N/A,0xb8468310a919cef5f588d7d503ef417068b2f7b6,3119,False,ITR,200000000,N/A,/coins/itr/overview
ITT,N/A,7605,Intelligent Trading,Intelligent Trading (ITT),0,232678,/media/33957371/itt_new.jpg,ITT,N/A,N/A,0x0aef06dcccc531e581f0440059e6ffcc206039ee,1478,False,ITT,11500000,N/A,/coins/itt/overview
ITZ,C11,N/A,Interzone,Interzone (ITZ),0,709089,/media/25792662/itz.png,ITZ,N/A,PoW,N/A,2126,False,ITZ,23000000,N/A,/coins/itz/overview
IVN,N/A,7605,IVN Security,IVN Security (IVN),0,925655,/media/34478446/ivn.png,IVN,N/A,PoW,0x702b1b84bb83bb2c651780bf83ba0cb17c656182,3357,False,IVN,96900000000,N/A,/coins/ivn/overview
IVY,N/A,7605,IvyKoin,IvyKoin (IVY),0,890611,/media/33187893/rsz_udyc4sjg_400x400.jpg,IVY,N/A,N/A,0xA4eA687A2A7F29cF2dc66B39c68e4411C0D00C49,2750,False,IVY,1610924200,N/A,/coins/ivy/overview
IVZ,N/A,N/A,InvisibleCoin,InvisibleCoin (IVZ),0,20679,/media/350944/ivz.png,IVZ,N/A,PoS,N/A,555,False,IVZ,1000000,N/A,/coins/ivz/overview
IW,X11,N/A,iWallet,iWallet (IW),0,34334,/media/352121/iw.png,IW,N/A,PoW/PoS,N/A,934,False,IW,2142857142.86,N/A,/coins/iw/overview
IWT,N/A,N/A,IwToken,IwToken (IWT),0,232556,/media/1384048/iwt.png,IWT,N/A,N/A,N/A,1476,False,IWT,N/A,N/A,/coins/iwt/overview
IXC,SHA256,N/A,IXcoin,IXcoin (IXC),0,4541,/media/19761/ixc.png,IXC,N/A,PoW,N/A,137,False,IXC,21000000,N/A,/coins/ixc/overview
IXT,N/A,7605,iXledger,iXledger (IXT),0,141171,/media/1383612/ixt.png,IXT,N/A,N/A,0xfca47962d45adfdfd1ab2d972315db4ce7ccf094,1267,False,IXT,65778843.8311,N/A,/coins/ixt/overview
J,Multiple,N/A,JoinCoin,JoinCoin (J),0,5335,/media/20350/j.png,J,N/A,PoW,N/A,303,False,J,2800000,N/A,/coins/j/overview
J8T,N/A,7605,JET8,JET8 (J8T),0,819799,/media/30001765/jt8.png,J8T,N/A,N/A,0x0d262e5dc4a06a0f1c90ce79c7a60c09dfc884e4,2486,False,J8T,1468857774.5777,N/A,/coins/j8t/overview
JANE,X11,N/A,JaneCoin,JaneCoin (JANE),0,44955,/media/1382640/jane.png,JANE,N/A,PoW/PoS,N/A,1090,False,JANE,2100000000,N/A,/coins/jane/overview
JBS,X11,N/A,JumBucks Coin,JumBucks Coin (JBS),0,4542,/media/20044/jbs.png,JBS,N/A,PoW/PoS,N/A,138,False,JBS,3293010,N/A,/coins/jbs/overview
JC,N/A,7605,JesusCoin,JesusCoin (JC),0,770043,/media/27010790/jc.png,JC,N/A,N/A,0xe2d82dc7da0e6f882e96846451f4fabcc8f90528,2300,False,JC,2032518434,N/A,/coins/jc/overview
JCR,N/A,7605,Jincor,Jincor (JCR),0,364747,/media/14761952/jcr.png,JCR,N/A,N/A,N/A,1775,False,JCR,35000000,N/A,/coins/jcr/overview
JDC,N/A,N/A,JustDatingSite,JustDatingSite (JDC),0,232607,/media/1384049/jdc.png,JDC,N/A,N/A,N/A,1477,False,JDC,N/A,N/A,/coins/jdc/overview
JET,N/A,7605,Jetcoin,Jetcoin (JET),0,666891,/media/20780772/jet.png,JET,N/A,N/A,0x8727c112c712c4a03371ac87a74dd6ab104af768,2066,False,JET,80000000,N/A,/coins/jet/overview
JEW,Quark,N/A,Shekel,Shekel (JEW),0,771061,/media/27010795/untitled-1.png,JEW,N/A,PoS,N/A,2304,False,JEW,N/A,N/A,/coins/jew/overview
JEX,N/A,7605,JEX Token,JEX Token (JEX),0,914930,/media/34155588/jex.jpg,JEX,N/A,N/A,0xff98a08c143311719ca492e4b8c950c940f26872,2979,False,JEX,2000000000,N/A,/coins/jex/overview
JIB,N/A,7605,Jibbit,Jibbit (JIB),0,925869,/media/34835647/jib.png,JIB,N/A,N/A,N/A,3393,False,JIB,700000000,N/A,/coins/jib/overview
JIF,SHA256D,N/A,JiffyCoin,JiffyCoin (JIF),0,30177,/media/351738/jif.png,JIF,N/A,PoW,N/A,844,False,JIF,5108400,N/A,/coins/jif/overview
JINN,N/A,1183,Jinn,Jinn (JINN),0,675359,/media/20780786/jinn.png,JINN,N/A,N/A,N/A,2079,False,JINN,1000000,N/A,/coins/jinn/overview
JIO,N/A,1183,JIO Token,JIO Token (JIO),0,34332,/media/352120/jio.png,JIO,N/A,N/A,N/A,933,False,JIO,8888888,N/A,/coins/jio/overview
JKC,Scrypt,N/A,JunkCoin,JunkCoin (JKC),0,4543,/media/19757/jkc.png,JKC,N/A,PoW,N/A,139,False,JKC,107000000,N/A,/coins/jkc/overview
JNS,N/A,1183,Janus,Janus (JNS),0,34440,/media/352126/jns.png,JNS,N/A,N/A,N/A,935,False,JNS,100000000,N/A,/coins/jns/overview
JNT,N/A,7605,Jibrel Network Token,Jibrel Network Token (JNT),0,400702,/media/34155550/jnt.png,JNT,N/A,N/A,0xa5fd1a791c4dfcaacc963d4f73c6ae5824149ea7,1876,False,JNT,N/A,N/A,/coins/jnt/overview
JOBS,X11,N/A,JobsCoin,JobsCoin (JOBS),0,29762,/media/351691/jobs.png,JOBS,N/A,PoW/PoS,N/A,823,False,JOBS,20000000000,N/A,/coins/jobs/overview
JOINT,N/A,7605,Joint Ventures,Joint Ventures (JOINT),0,920327,/media/34477771/joint.jpg,JOINT,N/A,N/A,0x347c099f110ca6761779329d2879957b606b6ace,3043,False,JOINT,616000000,N/A,/coins/joint/overview
JOK,Scrypt,N/A,JokerCoin,JokerCoin (JOK),0,42101,/media/1382381/jok.png,JOK,N/A,PoW/PoS,N/A,1046,False,JOK,5000000000,N/A,/coins/jok/overview
JOY,N/A,7605,JoyToken,JoyToken (JOY),0,719361,/media/27010484/joy.png,JOY,N/A,N/A,0xfb725bab323927cfb20fb82ba9a1975f7d24705b,2169,False,JOY,700000000,N/A,/coins/joy/overview
JOY*,N/A,7605,JOYSO,JOYSO (JOY*),0,913054,/media/34155547/joy.jpg,JOY*,N/A,N/A,0xDDe12a12A6f67156e0DA672be05c374e1B0a3e57,2958,False,JOY*,200000000,N/A,/coins/joystar/overview
JOYS,N/A,7605,JOYS,JOYS (JOYS),0,926622,/media/35264149/joys.png,JOYS,N/A,N/A,N/A,3528,False,JOYS,10000000000,N/A,/coins/joys/overview
JSE,N/A,7605,JSEcoin,JSEcoin (JSE),0,924231,/media/34477889/jse.png,JSE,N/A,N/A,0x2d184014b5658c453443aa87c8e9c4d57285620b,3108,False,JSE,10000000000,N/A,/coins/jse/overview
JTX,N/A,7605,Project J,Project J (JTX),0,371902,/media/14913466/jpc.png,JTX,N/A,N/A,N/A,1800,False,JTX,1000000000,N/A,/coins/jtx/overview
JUDGE,X13,N/A,JudgeCoin,JudgeCoin (JUDGE),0,4544,/media/20038/judge.png,JUDGE,N/A,PoW/PoS,N/A,140,False,JUDGE,21600000,N/A,/coins/judge/overview
JUMP,NIST5,N/A,Jumpcoin,Jumpcoin (JUMP),0,876359,/media/32655856/jump.jpg,JUMP,N/A,PoW,N/A,2682,False,JUMP,21000000,N/A,/coins/jump/overview
JVY,N/A,7605,Javvy,Javvy (JVY),0,331207,/media/34835970/javvy-blockchain-icon-rgb_550x550_transparent_v2-dark-blue-copy-copy.png,JVY,N/A,N/A,0x4fd6cbd10599c01f8ee4210f716688b3ec4fc472,1659,False,JVY,333333333.333333,N/A,/coins/jvy/overview
JWL,POS 3.0,N/A,Jewels,Jewels (JWL),0,27674,/media/351432/jwl.png,JWL,N/A,N/A,N/A,723,False,JWL,20000000,N/A,/coins/jwl/overview
K2G,N/A,7605,Kasko2go,Kasko2go (K2G),0,924794,/media/34477966/k2g.jpg,K2G,N/A,N/A,N/A,3147,False,K2G,N/A,N/A,/coins/k2g/overview
KAAS,N/A,N/A,KAASY.AI,KAASY.AI (KAAS),0,916694,/media/34333411/kaas.jpg,KAAS,N/A,N/A,N/A,2991,False,KAAS,400000000,N/A,/coins/kaas/overview
KAN,N/A,7605,Bitkan,Bitkan (KAN),0,925339,/media/34478254/bitkan.png,KAN,N/A,N/A,0x1410434b0346f5be678d0fb554e5c7ab620f8f4a,3284,False,KAN,10000000000,N/A,/coins/kan/overview
KAPU,DPoS,32699,Kapu,Kapu (KAPU),0,305047,/media/12318035/logo_500x500.png,KAPU,N/A,DPoS,N/A,1583,False,KAPU,115000000,N/A,/coins/kapu/overview
KARMA,Scrypt,N/A,Karmacoin,Karmacoin (KARMA),0,16127,/media/350693/karm.png,KARMA,N/A,PoW,N/A,491,False,KARMA,92000000000,N/A,/coins/karma/overview
KAT,SHA256D,N/A,KATZcoin,KATZcoin (KAT),0,21224,/media/351028/katz.png,KAT,N/A,PoW/PoS,N/A,601,False,KAT,100000000,N/A,/coins/kat/overview
KAYI,N/A,20131,Kayı,Kayı (KAYI),0,57705,/media/1382863/kayi.png,KAYI,N/A,N/A,N/A,1148,False,KAYI,1000000000,N/A,/coins/kayi/overview
KB3,X11,N/A,B3Coin,B3Coin (KB3),0,777407,/media/27010833/kb3.jpg,KB3,N/A,PoS/PoD,N/A,2325,False,KB3,N/A,N/A,/coins/kb3/overview
KBC,N/A,7605,Karatgold coin,Karatgold coin (KBC),0,916868,/media/34333424/kbc.png,KBC,N/A,N/A,0xf3586684107ce0859c44aa2b2e0fb8cd8731a15a,3005,False,KBC,12000000000,N/A,/coins/kbc/overview
KBR,N/A,7605,Kubera Coin,Kubera Coin (KBR),0,674980,/media/20780782/kbr.png,KBR,N/A,N/A,0xd5527579226e4ebc8864906e49d05d4458ccf47f,2075,False,KBR,1162102077,N/A,/coins/kbr/overview
KBX,N/A,7605,KuBitX,KuBitX (KBX),0,926057,/media/34835743/kbx.png,KBX,N/A,N/A,0xa140537594b908ab5bb621cff714d8a483341ce9,3419,False,KBX,500000000,N/A,/coins/kbx/overview
KC,SHA256,N/A,Kernalcoin,Kernalcoin (KC),0,35230,/media/352224/kc.png,KC,N/A,PoW,N/A,961,False,KC,N/A,N/A,/coins/kc/overview
KCASH,SHA-512,7605,Kcash,Kcash (KCASH),0,925195,/media/34478174/kcash.png,KCASH,N/A,Zero-Knowledge Proof,0x32d74896f05204d1b6ae7b0a3cebd7fc0cd8f9c7,3244,False,KCASH,1000000000,N/A,/coins/kcash/overview
KCS,N/A,7605,Kucoin,Kucoin (KCS),0,348628,/media/12318389/kcs.png,KCS,N/A,N/A,0x039b5649a59967e3e936d7471f9c3700100ee1ab,1738,False,KCS,181043076 ,N/A,/coins/kcs/overview
